rental_rate,film_id,length,rental_duration,title,rating,replacement_cost
7.1,150043,112,7.1,Something For Everyone,1.171828,1.17
7.1,17443,119,7.1,...And Justice for All,6.291512,6.29
7,8469,109,7,Animal House,7.525382,7.53
6.2,27995,84,6.2,She's Gotta Have It,7.056652,7.06
6.1,36739,121,6.1,School Daze,6.25967,6.26
7.6,925,120,7.6,Do the Right Thing,10.465403,10.47
6.3,41823,129,6.3,Mo' Better Blues,2.715137,2.72
6,1713,132,6,Jungle Fever,7.701918,7.7
6.2,26170,93,6.2,Coogan's Bluff,4.60692,4.61
6.7,30547,121,6.7,The Champ,6.463112,6.46
7.3,54825,5,7.3,Creature Comforts,2.329233,2.33
7,13939,93,7,Death Wish,12.968011,12.97
6.1,14373,88,6.1,Death Wish 2,7.965003,7.97
6.1,24873,92,6.1,Death Wish 3,12.829904,12.83
5.6,26263,99,5.6,Death Wish 4: The Crackdown,4.566325,4.57
5,34746,95,5,Death Wish 5: The Face of Death,3.595599,3.6
8,996,107,8,Double Indemnity,6.49432,6.49
5.8,9079,111,5.8,Dying Young,10.762636,10.76
4.7,1496,91,4.7,Cool as Ice,2.329486,2.33
6.5,1498,93,6.5,Teenage Mutant Ninja Turtles,13.184585,13.18
5.8,1497,88,5.8,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,7.994266,7.99
5.1,1499,96,5.1,Teenage Mutant Ninja Turtles III,8.13688,8.14
6.4,1880,114,6.4,Red Dawn,8.233168,8.23
6.9,33762,109,6.9,Band of the Hand,4.397712,4.4
3.6,103960,97,3.6,Born American,0.286981,0.29
6.6,11690,92,6.6,Bloodsport,8.822276,8.82
5.7,29143,104,5.7,Eyes of Laura Mars,3.705714,3.71
6.8,35292,128,6.8,Funny Bones,3.208265,3.21
5.7,36652,138,5.7,The Good Earth,1.085948,1.09
7.1,801,121,7.1,"Good Morning, Vietnam",9.023282,9.02
4.7,104301,104,4.7,The Good Mother,1.94247,1.94
6.5,11520,103,6.5,Grumpy Old Men,7.529482,7.53
7.6,1879,108,7.6,Guess Who's Coming to Dinner,5.032469,5.03
6,2085,115,6,Romeo Must Die,8.369176,8.37
5.4,13539,96,5.4,Here On Earth,3.199357,3.2
5.1,16222,94,5.1,Whatever It Takes,3.550711,3.55
6,109479,105,6,Buddy Boy,0.078239,0.08
7.1,17078,90,7.1,The Color of Paradise,2.066253,2.07
6.5,37722,105,6.5,Waking the Dead,1.241671,1.24
3.3,75892,113,3.3,Blood and Sand,1.334127,1.33
5.8,33516,84,5.8,Gothic,2.578902,2.58
1.5,99008,86,1.5,Hillbillys in a Haunted House,0.287059,0.29
6.6,9960,92,6.6,Lord of the Flies,7.597775,7.6
8.1,3082,87,8.1,Modern Times,8.159556,8.16
4.6,49338,90,4.6,National Lampoon's Last Resort,0.575108,0.58
4.4,2102,112,4.4,Solar Crisis,0.653162,0.65
4.7,52961,102,4.7,That's Life!,1.390361,1.39
6.6,12187,104,6.6,Heart and Souls,8.450231,8.45
7.4,24748,112,7.4,Hud,4.526285,4.53
7.6,990,134,7.6,The Hustler,9.333533,9.33
7.6,1908,128,7.6,Inherit the Wind,6.302173,6.3
8,9764,144,8,Dersu Uzala,4.713259,4.71
7.2,840,135,7.2,Close Encounters of the Third Kind,10.610446,10.61
6.5,39890,76,6.5,The City of the Dead,1.514972,1.51
8,42237,116,8,Jonah Who Will Be 25 in the Year 2000,0.007963,0.01
6,26689,91,6,Retroactive,2.780487,2.78
6.9,25673,122,6.9,A Place in the Sun,6.656993,6.66
7.3,2291,113,7.3,Jacob's Ladder,8.176863,8.18
6.6,13531,90,6.6,Empire Records,7.188728,7.19
6.8,16620,108,6.8,La Bamba,6.476534,6.48
6.8,526,121,6.8,Ladyhawke,8.157587,8.16
6.4,13346,108,6.4,Lucas,4.57535,4.58
7,243,113,7,High Fidelity,8.524956,8.52
7,10501,89,7,The Road to El Dorado,8.755188,8.76
5.7,11478,106,5.7,The Skulls,11.363754,11.36
7.3,96167,85,7.3,Autopsy,0.172285,0.17
4,24212,77,4,Devil Girl from Mars,1.173332,1.17
7.2,6644,120,7.2,El Dorado,7.070669,7.07
5.7,41038,74,5.7,The Hideous Sun Demon,0.400823,0.4
6.7,879,144,6.7,Hook,14.508137,14.51
6.2,32613,90,6.2,Horror Express,12.004189,12
6.2,39406,97,6.2,My Chauffeur,0.185346,0.19
4.7,85689,68,4.7,The Son of the Sheik,0.135371,0.14
6.2,31624,97,6.2,Torso,2.911722,2.91
7.3,17529,128,7.3,True Grit,12.497833,12.5
6.8,40841,96,6.8,Roadside Prophets,3.190592,3.19
5.4,118098,122,5.4,Madame Sousatzka,0.553293,0.55
6.3,1793,98,6.3,Max Dugan Returns,1.737488,1.74
7.6,11327,121,7.6,Midnight Express,7.186048,7.19
7.6,1700,107,7.6,Misery,15.020845,15.02
5.2,54087,119,5.2,Mr. Saturday Night,0.987196,0.99
5.7,34322,107,5.7,Murphy's Romance,1.46034,1.46
6.2,41659,114,6.2,My Life,3.987514,3.99
7.7,593,167,7.7,Solaris,11.059785,11.06
7.8,10774,121,7.8,Network,13.180457,13.18
6.9,10083,114,6.9,No Way Out,11.457803,11.46
6.2,29786,119,6.2,North Dallas Forty,5.66966,5.67
7.5,11356,106,7.5,The Odd Couple,8.3539,8.35
7.4,10747,135,7.4,The Outlaw Josey Wales,5.849522,5.85
4.6,38809,98,4.6,Black and White,1.191035,1.19
7,10559,118,7,Frequency,10.163266,10.16
4.7,20697,107,4.7,Ready to Rumble,3.69298,3.69
6.1,2621,115,6.1,Return to Me,5.269733,5.27
6,10479,128,6,Rules of Engagement,10.278274,10.28
6.8,125709,104,6.8,Joe Gould's Secret,1.063547,1.06
5.9,49721,104,5.9,Me Myself I,0.727837,0.73
6.4,2006,106,6.4,"Bell, Book and Candle",6.441891,6.44
7,184885,68,7,The Bells,0.061599,0.06
5.1,46625,122,5.1,The End of Violence,1.621193,1.62
6.4,17339,118,6.4,Force 10 from Navarone,5.05047,5.05
6.6,26879,93,6.6,How to Stuff a Wild Bikini,1.283731,1.28
7,11305,113,7,Mystery Train,4.814921,4.81
6.8,48211,120,6.8,Sacco & Vanzetti,1.560752,1.56
6.4,28975,96,6.4,Taffin,2.076455,2.08
6.5,13665,97,6.5,Arthur,14.911301,14.91
5.8,12309,105,5.8,Bachelor Party,5.511756,5.51
6.4,1552,124,6.4,Parenthood,8.09806,8.1
7.3,106,107,7.3,Predator,18.495694,18.5
5.9,10333,132,5.9,The Prince of Tides,2.960942,2.96
6.4,11027,122,6.4,The Postman Always Rings Twice,8.049042,8.05
6.6,61560,298,6.6,Smoking / No Smoking,0.501632,0.5
0,123757,87,0,All the Vermeers in New York,4.00E-06,0
6.6,27197,113,6.6,An Actor's Revenge,1.616275,1.62
6,10468,103,6,28 Days,4.756669,4.76
7.3,1359,102,7.3,American Psycho,13.686715,13.69
5.9,4967,127,5.9,Keeping the Faith,6.045585,6.05
5.5,31776,89,5.5,Where the Money is,8.851354,8.85
6.5,10557,97,6.5,East Is East,5.138367,5.14
7.3,27745,108,7.3,The Filth and the Fury,2.756553,2.76
5.8,19214,105,5.8,Passion of Mind,2.224117,2.22
0,46686,98,0,Third World Cop,0.003626,0
6,71402,110,6,Coming Apart,0.186614,0.19
6.9,13776,110,6.9,Diner,5.077092,5.08
5.5,26291,87,5.5,Shakes the Clown,2.714993,2.71
7.4,10784,124,7.4,Cabaret,10.82887,10.83
7.9,10242,135,7.9,What Ever Happened to Baby Jane?,4.857003,4.86
6.1,27857,111,6.1,Prick Up Your Ears,3.328585,3.33
6.4,16347,143,6.4,Auntie Mame,1.849064,1.85
6.9,4825,150,6.9,Guys and Dolls,4.860664,4.86
6.4,11654,97,6.4,The Hunger,13.235179,13.24
7.2,10518,125,7.2,Marathon Man,6.006812,6.01
6.7,11977,98,6.7,Caddyshack,10.451986,10.45
5.6,18041,90,5.6,Gossip,8.25719,8.26
7.5,14736,124,7.5,Love & Basketball,5.733227,5.73
6.1,3536,116,6.1,U-571,7.879924,7.88
7.1,1443,97,7.1,The Virgin Suicides,10.505387,10.51
5.8,10424,124,5.8,Jennifer Eight,4.620936,4.62
6.8,80677,126,6.8,The Law,0.478178,0.48
8,28971,137,8,Limelight,10.755881,10.76
6.7,49096,105,6.7,Empire of Passion,1.185074,1.19
0,310431,100,0,Stacy's Knights,1.70E-05,0
4.4,40562,98,4.4,Committed,0.888545,0.89
4.9,9456,102,4.9,The Crow: Salvation,6.311201,6.31
4.4,889,90,4.4,The Flintstones in Viva Rock Vegas,6.053595,6.05
6.9,10564,120,6.9,Where the Heart Is,5.833133,5.83
6.8,15723,90,6.8,The Big Kahuna,4.896026,4.9
6.1,19600,95,6.1,Bossa Nova,0.577044,0.58
7,125537,90,7,Smiling Fish & Goat On Fire,0.071495,0.07
6.7,452,117,6.7,The Idiots,9.174221,9.17
8,68170,103,8,The Last September,0.041845,0.04
5.9,36234,97,5.9,Timecode,0.966535,0.97
3.9,39283,83,3.9,Carnosaur,0.293373,0.29
4.8,65460,83,4.8,Carnosaur 2,0.552444,0.55
5,55667,85,5,Carnosaur 3: Primal Species,0.833274,0.83
4.8,31978,92,4.8,Defying Gravity,1.089872,1.09
6.7,12476,96,6.7,The Hidden,5.467128,5.47
5,5241,104,5,Two Moon Junction,2.262915,2.26
7.9,98,155,7.9,Gladiator,23.186667,23.19
5.3,21311,114,5.3,I Dreamed of Africa,2.767134,2.77
6.2,47724,115,6.2,Up at the Villa,0.555311,0.56
6.8,11129,99,6.8,Human Traffic,4.988283,4.99
0,94214,90,0,"Jails, Hospitals & Hip-Hop",0.009057,0.01
5,117781,140,5,Black Tights,0.836137,0.84
5.6,1058,100,5.6,Breathless,7.587797,7.59
5.2,37112,85,5.2,The Great Locomotive Chase,1.875042,1.88
6.5,42159,117,6.5,The Idolmaker,0.226827,0.23
6.6,16395,107,6.6,Inferno,4.783203,4.78
6.3,50627,103,6.3,The King of Marvin Gardens,1.58885,1.59
6.3,5608,91,6.3,"The Nibelungs, Tale 1: Siegfried",1.311263,1.31
5.7,38925,86,5.7,The Lords of Flatbush,1.391503,1.39
6.5,13105,91,6.5,Mr. Mom,10.693092,10.69
7.4,22501,75,7.4,Time Masters,8.717863,8.72
3,5491,118,3,Battlefield Earth,5.276926,5.28
6.8,10560,115,6.8,Center Stage,10.491734,10.49
4.9,19489,89,4.9,Held Up,2.387117,2.39
4.9,19419,81,4.9,Screwed,5.166155,5.17
3.1,23531,82,3.1,Whipped,0.752852,0.75
6,10688,112,6,Hamlet,12.896203,12.9
6.3,17889,143,6.3,Anchors Aweigh,4.35038,4.35
5.2,18228,102,5.2,Blue Hawaii,6.656799,6.66
6.1,80351,91,6.1,The Castaway Cowboy,0.022568,0.02
6.3,18642,104,6.3,G.I. Blues,1.587357,1.59
5,205054,97,5,The Gay Deceivers,0.068258,0.07
6.5,39391,143,6.5,Gypsy,2.184068,2.18
6.5,18644,116,6.5,King Creole,4.746925,4.75
6.9,31516,98,6.9,On the Town,3.446446,3.45
6.9,45827,90,6.9,One Little Indian,0.469293,0.47
6.6,5683,90,6.6,Pee-wee's Big Adventure,11.461437,11.46
8,113279,72,8,Regret to Inform,0.169989,0.17
5.8,2094,101,5.8,Roustabout,1.049308,1.05
5.8,14906,42,5.8,Saludos Amigos,3.92433,3.92
6.8,16176,146,6.8,The Slipper and the Rose,2.306621,2.31
6.4,52770,100,6.4,Things Change,6.272716,6.27
5.5,12518,96,5.5,Honeymoon in Vegas,8.573348,8.57
6.2,10567,82,6.2,Dinosaur,9.998415,10
5,10642,98,5,Loser,6.244901,6.24
5.9,9285,93,5.9,Road Trip,8.00158,8
6.4,10569,94,6.4,Small Time Crooks,9.569183,9.57
6.4,21879,91,6.4,The Hollywood Knights,2.599219,2.6
3.4,98502,93,3.4,The Myth Of Fingerprints,0.228526,0.23
6.9,21484,123,6.9,Possession,10.505671,10.51
6.7,24918,94,6.7,The Twelve Chairs,3.869883,3.87
5.9,955,123,5.9,Mission: Impossible II,18.97178,18.97
6.2,8584,110,6.2,Shanghai Noon,10.308442,10.31
4,47295,85,4,Better Living Through Circuitry,0.076126,0.08
6.3,11332,118,6.3,8 ½ Women,1.687388,1.69
6.7,16093,78,6.7,Carnival of Souls,9.505439,9.51
6.1,29372,102,6.1,Flying Tigers,1.636875,1.64
7.7,962,95,7.7,The Gold Rush,6.202041,6.2
6.2,5483,92,6.2,Lisa and the Devil,1.958345,1.96
6.3,21060,100,6.3,It's in the Water,0.666315,0.67
7.9,30588,124,7.9,Monsieur Verdoux,6.466517,6.47
6.5,668,142,6.5,On Her Majesty's Secret Service,9.356264,9.36
6.9,23518,118,6.9,Seven Days in May,2.623786,2.62
6.6,691,125,6.6,The Spy Who Loved Me,9.781451,9.78
4.5,31353,122,4.5,Those Who Love Me Can Take the Train,1.156694,1.16
7.2,44018,105,7.2,Vagabond,2.073938,2.07
5.9,698,126,5.9,Moonraker,10.576273,10.58
6.4,682,125,6.4,The Man with the Golden Gun,12.127492,12.13
7.1,28973,110,7.1,A King in New York,4.182204,4.18
7.1,28974,78,7.1,A Woman of Paris,1.74686,1.75
4.4,40685,91,4.4,In Old California,0.889252,0.89
6.4,22994,100,6.4,The Fighting Seabees,1.577427,1.58
5.7,40639,94,5.7,Dark Command,0.759791,0.76
7.7,499,90,7.7,Cléo from 5 to 7,4.480811,4.48
5.6,9600,98,5.6,Big Momma's House,7.978985,7.98
3,120077,81,3,Running Free,0.482448,0.48
6.4,38006,91,6.4,The Abominable Snowman,4.719784,4.72
5.9,2768,117,5.9,American Gigolo,11.53267,11.53
6.6,42002,86,6.6,Anguish,3.288353,3.29
6,40365,100,6,The Blood Spattered Bride,1.076492,1.08
5.9,24920,93,5.9,City of the Living Dead,8.54341,8.54
7.8,21,95,7.8,The Endless Summer,1.378819,1.38
7.3,10911,158,7.3,The Guns of Navarone,8.522673,8.52
6.9,10102,135,6.9,La Grande Bouffe,4.88779,4.89
6,30308,102,6,Lured,2.153455,2.15
6.5,38688,122,6.5,Pandora and the Flying Dutchman,1.10641,1.11
6.2,26912,97,6.2,Quatermass and the Pit,9.347228,9.35
6.2,26278,85,6.2,Quatermass II,7.029675,7.03
5.5,26953,85,5.5,Puppet Master,6.173017,6.17
5.8,26954,88,5.8,Puppet Master II,2.788831,2.79
6,26956,86,6,Puppet Master III Toulon's Revenge,3.349812,3.35
4.9,26957,79,4.9,Puppet Master 4,2.420391,2.42
4.2,26958,82,4.2,Puppet Master 5: The Final Chapter,4.139393,4.14
3.6,26959,90,3.6,Curse of the Puppet Master,3.447033,3.45
2.5,26960,80,2.5,Retro Puppet Master,1.34643,1.35
4.6,80287,96,4.6,Rent-a-Cop,0.912369,0.91
7.3,6003,138,7.3,Romeo and Juliet,6.99099,6.99
6,23939,87,6,Stay Tuned,13.72021,13.72
4.8,46614,108,4.8,The Story of G.I. Joe,0.897699,0.9
7.2,11072,93,7.2,Blazing Saddles,13.233262,13.23
6.1,23069,86,6.1,Benji,1.54283,1.54
6.4,21299,88,6.4,Benji the Hunted,2.30019,2.3
5.6,38802,85,5.6,For the Love of Benji,0.022568,0.02
6.9,13368,120,6.9,White Christmas,6.723456,6.72
7.5,985,89,7.5,Eraserhead,7.871001,7.87
8,14002,96,8,Baraka,9.925348,9.93
6.9,541,119,6.9,The Man with the Golden Arm,3.353068,3.35
7.5,21137,100,7.5,The Decline of Western Civilization,1.54682,1.55
6.8,36724,93,6.8,The Decline of Western Civilization Part II: The Metal Years,1.350703,1.35
7.8,938,132,7.8,For a Few Dollars More,13.295342,13.3
7.1,10648,124,7.1,Magnum Force,10.226181,10.23
7.3,11368,97,7.3,Blood Simple,8.884,8.88
6.5,10875,114,6.5,The Fabulous Baker Boys,4.343506,4.34
6.5,2075,124,6.5,Prizzi's Honor,7.506871,7.51
6.3,1551,115,6.3,Flatliners,11.890138,11.89
7.4,22500,83,7.4,Gandahar,1.258514,1.26
6.1,10246,94,6.1,Porky's,12.650546,12.65
5.2,19698,98,5.2,Porky's II: The Next Day,5.269838,5.27
5,23919,92,5,Porky's 3: Revenge,3.208108,3.21
5,18835,89,5,Private School,4.479689,4.48
5.7,26554,85,5.7,Class of Nuke 'Em High,4.098849,4.1
6.3,15239,82,6.3,The Toxic Avenger,8.061088,8.06
5.3,28165,96,5.3,The Toxic Avenger Part II,2.553835,2.55
5,28169,102,5,The Toxic Avenger Part III: The Last Temptation of Toxie,1.883822,1.88
6.6,15762,88,6.6,Night of the Creeps,5.460546,5.46
6,169,108,6,Predator 2,11.736241,11.74
6.4,865,101,6.4,The Running Man,9.389976,9.39
6.6,9663,115,6.6,Starman,9.763928,9.76
6.6,26889,108,6.6,The Brother from Another Planet,2.02372,2.02
5.9,10128,91,5.9,Alien Nation,15.133316,15.13
6.6,9659,93,6.6,Mad Max,11.412619,11.41
7.3,8810,95,7.3,Mad Max 2: The Road Warrior,11.189831,11.19
5.9,9355,107,5.9,Mad Max Beyond Thunderdome,12.689648,12.69
5.9,1727,110,5.9,Bird on a Wire,8.300805,8.3
7,635,113,7,Angel Heart,7.290872,7.29
5.8,10068,117,5.8,Nine 1/2 Weeks,6.706262,6.71
5.9,11495,114,5.9,Firestarter,7.048087,7.05
4.8,11428,91,4.8,Sleepwalkers,5.695003,5.7
4.9,10117,96,4.9,Action Jackson,14.054862,14.05
5.6,35936,117,5.6,Sarafina!,1.166646,1.17
6,25562,97,6,Soapdish,9.904821,9.9
6.4,51763,97,6.4,The Long Walk Home,4.636786,4.64
4.4,73079,108,4.4,Clara's Heart,4.922454,4.92
5,38921,103,5,Burglar,1.417505,1.42
5.3,35463,104,5.3,Fatal Beauty,1.473833,1.47
6.1,9679,118,6.1,Gone in Sixty Seconds,14.091765,14.09
6.4,24587,87,6.4,American Pimp,1.152591,1.15
5.4,51333,93,5.4,Love's Labour's Lost,5.867426,5.87
6.1,17771,181,6.1,Sunshine,2.555556,2.56
4,31610,116,4,Trixie,1.626713,1.63
5.2,60005,88,5.2,American Virgin,0.109065,0.11
6.7,10264,130,6.7,Hamlet,12.50303,12.5
6.9,31657,127,6.9,Coming Home,3.176733,3.18
7.2,29204,96,7.2,American Pop,2.340967,2.34
7.1,17814,91,7.1,Assault on Precinct 13,11.881808,11.88
6.8,11879,95,6.8,Near Dark,7.906537,7.91
6.7,21128,105,6.7,One False Move,3.14325,3.14
6.5,482,100,6.5,Shaft,3.73688,3.74
7.5,592,113,7.5,The Conversation,13.245638,13.25
6.3,31593,105,6.3,Cutter's Way,2.696125,2.7
6.2,12611,118,6.2,The Fury,11.844029,11.84
6.7,14328,113,6.7,The Paper Chase,2.351669,2.35
7.3,32047,167,7.3,Prince of the City,3.598627,3.6
7.5,9040,129,7.5,Serpico,12.842165,12.84
7.9,25364,111,7.9,Ace in the Hole,11.046411,11.05
7.5,43002,107,7.5,Lonely Are the Brave,2.277618,2.28
6.4,5121,110,6.4,The Sugarland Express,4.506948,4.51
7.3,195,83,7.3,Trouble in Paradise,3.351442,3.35
7.1,6978,99,7.1,Big Trouble in Little China,11.109932,11.11
7.5,3133,94,7.5,Badlands,16.641976,16.64
7.6,643,75,7.6,Battleship Potemkin,12.912845,12.91
5.4,10571,94,5.4,Boys and Girls,10.070988,10.07
5.5,479,99,5.5,Shaft,7.420019,7.42
6.3,7450,94,6.3,Titan A.E.,7.515631,7.52
7.2,31023,96,7.2,Butterfly,2.753674,2.75
6.7,25636,107,6.7,Jesus' Son,5.954815,5.95
5.8,41160,95,5.8,The Match,1.225636,1.23
7.3,47439,169,7.3,Time Regained,1.548837,1.55
2,207731,105,2,Boricua's Bond,0.035352,0.04
6.5,7443,84,6.5,Chicken Run,11.834245,11.83
6.1,2123,116,6.1,"Me, Myself & Irene",9.95456,9.95
6.8,2024,165,6.8,The Patriot,15.960788,15.96
3.9,17711,88,3.9,The Adventures of Rocky & Bullwinkle,11.880936,11.88
6.2,2133,130,6.2,The Perfect Storm,18.911961,18.91
6.5,29946,130,6.5,The Golden Bowl,1.637394,1.64
5.9,25993,88,5.9,Asylum,5.378622,5.38
5,28774,103,5,Communion,2.628306,2.63
6.2,46929,73,6.2,Fun & Fancy Free,4.590576,4.59
6.4,11598,83,6.4,The Kentucky Fried Movie,9.133988,9.13
7.7,9702,180,7.7,Bound by Honor,6.398031,6.4
5.5,117026,71,5.5,Daughter of Dr. Jekyll,0.144075,0.14
6.4,9873,109,6.4,F/X,6.620556,6.62
5.8,16820,108,5.8,F/X2,3.186817,3.19
6.4,14864,130,6.4,The Hot Spot,3.985689,3.99
5.2,15379,101,5.2,Missing in Action,6.241185,6.24
5,12764,100,5,Missing in Action 2: The Beginning,9.110348,9.11
4.8,27352,101,4.8,Braddock: Missing in Action III,7.362552,7.36
6.6,8348,115,6.6,Thunderbolt and Lightfoot,8.283863,8.28
6,24099,99,6,Dreamscape,3.559119,3.56
6.4,17897,105,6.4,The Golden Voyage of Sinbad,5.887367,5.89
7,28050,83,7,Hatchet for the Honeymoon,1.491578,1.49
6.1,16094,100,6.1,House Party,2.291511,2.29
4.7,16096,94,4.7,House Party 2,7.252003,7.25
5.2,20343,75,5.2,Make Mine Music,5.788405,5.79
6.3,13757,72,6.3,Melody Time,6.771815,6.77
5.4,11822,75,5.4,Nekromantik,3.220487,3.22
6,90980,107,6,On Our Merry Way,0.608104,0.61
2.5,26270,63,2.5,Project Moon Base,0.484406,0.48
5.1,37744,77,5.1,Rocketship X-M,1.113762,1.11
5.4,494,112,5.4,Shaft in Africa,1.424722,1.42
6.1,493,104,6.1,Shaft's Big Score!,0.760855,0.76
6.7,12706,94,6.7,Croupier,3.986838,3.99
6,4244,104,6,The Kid,15.045725,15.05
6,4247,88,6,Scary Movie,12.446738,12.45
6.5,20770,85,6.5,But I'm a Cheerleader,4.928139,4.93
6.8,1050,92,6.8,Shower,4.359334,4.36
7.3,1052,111,7.3,Blow-Up,10.59036,10.59
7.3,20540,116,7.3,The Pawnbroker,2.58471,2.58
5.6,23655,86,5.6,Groove,0.607562,0.61
6.4,1788,107,6.4,Footloose,10.403992,10.4
6.2,32275,144,6.2,Duel in the Sun,8.441279,8.44
6.8,36657,104,6.8,X-Men,0.954467,0.95
5.7,44490,96,5.7,Chuck & Buck,1.520011,1.52
6.6,47585,106,6.6,The Five Senses,0.625332,0.63
5.8,1448,98,5.8,The Wisdom of Crocodiles,4.998306,5
4.7,36047,105,4.7,The In Crowd,1.991904,1.99
6.3,2655,130,6.3,What Lies Beneath,9.500497,9.5
6.4,12599,84,6.4,Pokémon: The Movie 2000,7.554848,7.55
6.6,33828,96,6.6,Criminal Lovers,2.569774,2.57
7.7,93,160,7.7,Anatomy of a Murder,9.473772,9.47
5,9278,110,5,Freejack,10.272925,10.27
5.6,90715,91,5.6,Greaser's Palace,0.995824,1
5.1,59181,98,5.1,H.O.T.S.,0.585177,0.59
6.5,22167,145,6.5,Knightriders,1.088614,1.09
6.4,18118,128,6.4,Mackenna's Gold,4.137836,4.14
6.3,11940,113,6.3,Sinbad and the Eye of the Tiger,3.502655,3.5
7.6,24167,100,7.6,Two Women,4.371898,4.37
6.7,10276,100,6.7,What About Bob?,11.787942,11.79
5.5,19380,101,5.5,White Sands,3.181492,3.18
7.2,13783,107,7.2,Breaker Morant,6.313297,6.31
6.6,11624,88,6.6,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,5.378481,5.38
6.7,15867,93,6.7,Interiors,4.515797,4.52
7.5,11686,85,7.5,Love and Death,5.165666,5.17
7.3,29263,112,7.3,The Official Story,1.956906,1.96
5,46754,103,5,The Other Side of Sunday,0.275472,0.28
7.3,18702,86,7.3,Pot o' Gold,0.941322,0.94
7.9,11830,114,7.9,Tampopo,4.459095,4.46
4.8,16110,85,4.8,Thomas and the Magic Railroad,1.046659,1.05
4.7,12107,106,4.7,Nutty Professor II: The Klumps,6.671316,6.67
7.1,10401,90,7.1,The Girl on the Bridge,1.917227,1.92
6.9,32640,108,6.9,Wonderland,1.433822,1.43
5.7,10641,103,5.7,Autumn in New York,7.420422,7.42
5.8,6282,100,5.8,Coyote Ugly,15.650836,15.65
5.6,9383,112,5.6,Hollow Man,7.912103,7.91
6.3,5551,130,6.3,Space Cowboys,7.45761,7.46
1,277726,95,1,Better Living,1.283178,1.28
4.6,43079,92,4.6,Mad About Mambo,4.51621,4.52
6,27723,95,6,Psycho Beach Party,3.898441,3.9
6.3,2360,93,6.3,Saving Grace,5.13955,5.14
6.9,28043,92,6.9,Black Sabbath,4.363259,4.36
4.4,33468,82,4.4,The Brain That Wouldn't Die,2.131425,2.13
5.2,21866,116,5.2,Bronco Billy,3.900543,3.9
5.5,33408,89,5.5,The Crush,8.976337,8.98
7.2,11589,144,7.2,Kelly's Heroes,8.418662,8.42
6.3,15158,97,6.3,Phantasm II,8.733192,8.73
5.6,16139,91,5.6,Phantasm III: Lord of the Dead,4.401721,4.4
4.9,16146,90,4.9,Phantasm IV: Oblivion,7.590628,7.59
5.9,26515,86,5.9,Pumpkinhead,11.841506,11.84
5.3,11856,112,5.3,Air America,10.274376,10.27
6.1,13567,85,6.1,Sleepaway Camp,6.224311,6.22
7.1,10860,119,7.1,Steel Magnolias,7.14561,7.15
6.2,8420,95,6.2,...And God Created Woman,3.28239,3.28
6.6,18391,95,6.6,Easy Money,7.963156,7.96
5.1,20850,96,5.1,Ilsa: She Wolf of the SS,4.40553,4.41
5.2,39473,101,5.2,Silent Fall,3.034244,3.03
6.6,27452,83,6.6,The Spiral Staircase,7.719019,7.72
5.2,77571,101,5.2,What Ever Happened to Aunt Alice?,0.875307,0.88
8.7,38548,96,8.7,Margaret Cho: I'm the One That I Want,0.109302,0.11
5.9,20438,87,5.9,The Tao of Steve,2.272983,2.27
1,274868,91,1,The Tic Code,0.938948,0.94
6.3,2211,125,6.3,Aimee & Jaguar,0.841272,0.84
6.5,46991,80,6.5,An Affair of Love,1.782247,1.78
0,201581,110,0,The Autumn Heart,0.413413,0.41
4.9,10391,107,4.9,Bless the Child,4.750291,4.75
6.2,14195,87,6.2,Cecil B. Demented,7.000983,7
7,15665,79,7,The Eyes of Tammy Faye,0.054431,0.05
5.5,45905,90,5.5,The Opportunists,0.168378,0.17
6.2,10393,118,6.2,The Replacements,13.450661,13.45
5.4,18168,105,5.4,About Adam,2.100499,2.1
6,8843,107,6,The Cell,13.234894,13.23
5.9,10643,107,5.9,Godzilla 2000,2.80298,2.8
6.5,23618,115,6.5,The Original Kings of Comedy,0.621406,0.62
6,117262,90,6,Sunset Strip,1.172956,1.17
5.3,30946,99,5.3,All the Rage,2.00173,2
7.1,37136,85,7.1,The Naked Gun: From the Files of Police Squad!,15.698222,15.7
6.6,37137,85,6.6,The Naked Gun 2½: The Smell of Fear,9.794569,9.79
4.6,23283,90,4.6,Our Town,1.268804,1.27
7.3,3110,118,7.3,Shane,6.63816,6.64
7,14698,114,7,"Suddenly, Last Summer",7.007423,7.01
6.5,11694,97,6.5,Cat Ballou,5.45812,5.46
5.6,47434,108,5.6,A Couch in New York,0.479296,0.48
6.7,39891,96,6.7,The Devil Rides Out,3.974766,3.97
6.7,76891,107,6.7,Jerry and Tom,1.071015,1.07
4.7,9651,124,4.7,Supergirl,11.932675,11.93
5.8,26865,81,5.8,X: The Unknown,7.530903,7.53
5.6,11398,117,5.6,The Art of War,9.800232,9.8
0,161687,112,0,The Ballad of Ramblin' Jack,0.00259,0
6,26244,82,6,Phish: Bittersweet Motel,0.158157,0.16
5.8,1588,98,5.8,Bring It On,6.402888,6.4
0,287821,119,0,Catfish in Black Bean Sauce,0.003552,0
